teixit,volta,longitud_total,num_tokens_atomics,num_macros,prof_max,frac_outlier,tokens_desconeguts,num_blocks_verticals,sum_n_voltes_verticals,max_n_voltes_verticals,max_seq_len_vertical,frac_verticals,dist_cosinus_volta_anterior,z_salt_global,dist_centroide_teixit,z_intra_teixit,frac_C0,frac_C1,frac_C2,frac_C3,frac_C4,frac_C5,frac_C6,frac_C_RARE
CM_Pasión,1,3,3,0,0,0.0,0,0,0,0,0,0.0,,,0.315534,2.093785,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0
CM_Pasión,3,5,5,0,0,0.0,0,0,0,0,0,0.0,0.254644,0.783881,0.078362,-0.534106,0.0,0.4,0.0,0.4,0.0,0.2,0.0,0.0
CM_Pasión,5,5,5,2,1,0.0,0,0,0,0,0,0.0,0.444444,1.911912,0.263461,1.51681,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0
CM_Pasión,7,5,5,2,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.263461,1.51681,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0
CM_Pasión,9,5,5,2,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.263461,1.51681,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0
CM_Pasión,11,5,5,2,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.263461,1.51681,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0
CM_Pasión,13,6,6,2,1,0.0,0,0,0,0,0,0.0,0.020042,-0.610421,0.223926,1.078758,0.333333,0.5,0.0,0.0,0.0,0.166667,0.0,0.0
CM_Pasión,15,6,6,1,1,0.0,0,0,0,0,0,0.0,0.408392,1.697645,0.113872,-0.140657,0.0,0.333333,0.0,0.333333,0.166667,0.166667,0.0,0.0
CM_Pasión,17,8,8,1,1,0.0,0,0,0,0,0,0.0,0.123541,0.004701,0.07495,-0.571908,0.125,0.25,0.0,0.5,0.0,0.125,0.0,0.0
CM_Pasión,19,8,8,3,1,0.0,0,0,0,0,0,0.0,0.19597,0.435166,0.108204,-0.203457,0.375,0.25,0.0,0.25,0.0,0.125,0.0,0.0
CM_Pasión,21,8,8,3,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.108204,-0.203457,0.375,0.25,0.0,0.25,0.0,0.125,0.0,0.0
CM_Pasión,23,8,8,3,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.108204,-0.203457,0.375,0.25,0.0,0.25,0.0,0.125,0.0,0.0
CM_Pasión,25,8,8,2,1,0.0,0,0,0,0,0,0.0,0.055556,-0.399352,0.042761,-0.928566,0.25,0.25,0.0,0.375,0.0,0.125,0.0,0.0
CM_Pasión,27,6,6,2,1,0.0,0,0,0,0,0,0.0,0.105572,-0.102093,0.106081,-0.226973,0.333333,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.0
CM_Pasión,29,8,8,2,1,0.0,0,0,0,0,0,0.0,0.096304,-0.157176,0.236549,1.218625,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0
CM_Pasión,31,8,8,1,1,0.0,0,0,0,0,0,0.0,0.564806,2.627255,0.139397,0.142168,0.0,0.25,0.0,0.5,0.125,0.125,0.0,0.0
CM_Pasión,33,8,8,3,1,0.0,0,0,0,0,0,0.0,0.202276,0.472644,0.069586,-0.631346,0.25,0.25,0.0,0.25,0.125,0.125,0.0,0.0
CM_Pasión,35,8,8,3,1,0.0,0,0,0,0,0,0.0,0.055089,-0.402127,0.108204,-0.203457,0.375,0.25,0.0,0.25,0.0,0.125,0.0,0.0
CM_Pasión,37,8,8,3,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.108204,-0.203457,0.375,0.25,0.0,0.25,0.0,0.125,0.0,0.0
CM_Pasión,39,8,8,3,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.108204,-0.203457,0.375,0.25,0.0,0.25,0.0,0.125,0.0,0.0
CM_Pasión,41,8,8,3,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.108204,-0.203457,0.375,0.25,0.0,0.25,0.0,0.125,0.0,0.0
CM_Pasión,43,8,8,2,1,0.0,0,0,0,0,0,0.0,0.055556,-0.399352,0.042761,-0.928566,0.25,0.25,0.0,0.375,0.0,0.125,0.0,0.0
CM_Pasión,45,9,8,2,1,0.0,0,0,0,0,0,0.0,0.374222,1.494564,0.221261,1.049235,0.222222,0.666667,0.0,0.0,0.0,0.111111,0.0,0.0
CM_Pasión,47,8,8,3,1,0.0,0,0,0,0,0,0.0,0.050526,-0.429246,0.227785,1.121513,0.375,0.5,0.0,0.0,0.0,0.125,0.0,0.0
CM_Pasión,49,12,12,2,1,0.0,0,0,0,0,0,0.0,0.140215,0.103799,0.032966,-1.0371,0.166667,0.5,0.0,0.25,0.0,0.083333,0.0,0.0
CM_Pasión,51,10,10,2,1,0.0,0,0,0,0,0,0.0,0.078365,-0.263792,0.035772,-1.006013,0.1,0.4,0.0,0.4,0.1,0.0,0.0,0.0
CM_Pasión,53,9,9,2,1,0.0,0,1,3,3,2,0.111111,0.043378,-0.471729,0.120054,-0.072153,0.0,0.333333,0.0,0.555556,0.111111,0.0,0.0,0.0
CM_Pasión,55,6,6,4,1,0.0,0,2,5,3,2,0.333333,0.072895,-0.296301,0.156315,0.329618,0.166667,0.166667,0.0,0.5,0.166667,0.0,0.0,0.0
CM_Pasión,57,6,6,3,1,0.0,0,2,7,4,2,0.333333,0.047421,-0.4477,0.245692,1.319925,0.0,0.166667,0.0,0.666667,0.166667,0.0,0.0,0.0
CM_Pasión,59,6,6,4,1,0.0,0,2,7,4,2,0.333333,0.047421,-0.4477,0.156315,0.329618,0.166667,0.166667,0.0,0.5,0.166667,0.0,0.0,0.0
CM_Pasión,61,6,6,3,1,0.0,0,2,9,5,2,0.333333,0.047421,-0.4477,0.174443,0.530484,0.166667,0.166667,0.0,0.666667,0.0,0.0,0.0,0.0
CM_Pasión,63,6,6,4,1,0.0,0,2,9,5,2,0.333333,0.055089,-0.402127,0.138111,0.127919,0.333333,0.166667,0.0,0.5,0.0,0.0,0.0,0.0
CM_Pasión,65,6,6,3,1,0.0,0,2,11,6,2,0.333333,0.055089,-0.402127,0.174443,0.530484,0.166667,0.166667,0.0,0.666667,0.0,0.0,0.0,0.0
CM_Pasión,67,6,6,4,1,0.0,0,2,11,6,2,0.333333,0.055089,-0.402127,0.138111,0.127919,0.333333,0.166667,0.0,0.5,0.0,0.0,0.0,0.0
CM_Pasión,69,6,6,2,1,0.0,0,2,13,7,2,0.333333,0.161372,0.229541,0.258644,1.463439,0.0,0.166667,0.0,0.833333,0.0,0.0,0.0,0.0
CM_Pasión,71,6,6,3,1,0.0,0,2,12,6,2,0.333333,0.108958,-0.081969,0.043332,-0.922248,0.166667,0.333333,0.0,0.5,0.0,0.0,0.0,0.0
CM_Pasión,73,8,8,2,1,0.0,0,2,13,7,2,0.25,0.108958,-0.081969,0.064431,-0.688467,0.0,0.5,0.0,0.375,0.0,0.125,0.0,0.0
CM_Pasión,75,13,13,6,1,0.0,0,4,11,3,2,0.307692,0.100894,-0.129896,0.074721,-0.574451,0.076923,0.307692,0.076923,0.461538,0.076923,0.0,0.0,0.0
CM_Pasión,77,14,13,6,1,0.0,0,4,8,2,2,0.285714,0.100654,-0.131322,0.065,-0.682163,0.071429,0.5,0.071429,0.285714,0.071429,0.0,0.0,0.0
CM_Pasión,79,11,11,5,1,0.0,0,3,6,2,2,0.272727,0.280524,0.937692,0.179418,0.585609,0.090909,0.181818,0.0,0.636364,0.090909,0.0,0.0,0.0
CM_Pasión,81,24,22,3,1,0.0,0,0,0,0,0,0.0,0.286301,0.972027,0.056177,-0.779919,0.083333,0.583333,0.0,0.333333,0.0,0.0,0.0,0.0
CM_Pasión,83,19,19,4,1,0.0,0,0,0,0,0,0.0,0.081238,-0.246717,0.030286,-1.066798,0.157895,0.368421,0.0,0.473684,0.0,0.0,0.0,0.0
CM_Pasión,85,16,14,3,1,0.0,0,0,0,0,0,0.0,0.194004,0.423481,0.121727,-0.053622,0.125,0.6875,0.0,0.1875,0.0,0.0,0.0,0.0
CM_Pasión,87,13,12,3,1,0.0,0,0,0,0,0,0.0,0.05683,-0.39178,0.235629,1.208434,0.153846,0.692308,0.0,0.0,0.0,0.153846,0.0,0.0
CM_Pasión,89,12,12,3,1,0.0,0,0,0,0,0,0.0,0.065122,-0.342498,0.276686,1.663347,0.166667,0.5,0.0,0.0,0.0,0.333333,0.0,0.0
CM_Pasión,91,7,6,3,2,0.0,0,2,4,2,11,0.285714,0.241824,0.707688,0.31313,2.067149,0.142857,0.571429,0.0,0.0,0.0,0.0,0.0,0.285714
CM_Pasión,93,16,15,4,2,0.0,0,1,3,3,8,0.0625,0.301154,1.060302,0.016867,-1.215475,0.1875,0.375,0.0,0.375,0.0,0.0,0.0,0.0625
CM_Pasión,95,18,17,1,2,0.0,0,1,3,3,12,0.055556,0.058644,-0.380999,0.079375,-0.522887,0.0,0.444444,0.0,0.5,0.0,0.0,0.0,0.055556
CM_Pasión,97,31,29,11,1,0.0,0,4,8,2,2,0.129032,0.099952,-0.135495,0.016512,-1.21941,0.225806,0.451613,0.0,0.322581,0.0,0.0,0.0,0.0
CM_Pasión,99,19,19,8,1,0.0,0,8,23,4,2,0.421053,0.420636,1.770415,0.345243,2.422968,0.0,0.052632,0.0,0.947368,0.0,0.0,0.0,0.0
CM_Pasión,101,17,16,6,2,0.0,0,4,9,3,14,0.235294,0.372055,1.481685,0.028837,-1.082853,0.117647,0.470588,0.0,0.352941,0.0,0.0,0.0,0.058824
CM_Pasión,103,15,15,2,2,0.0,0,1,2,2,7,0.066667,0.151632,0.171653,0.125579,-0.010938,0.066667,0.4,0.0,0.2,0.0,0.266667,0.0,0.066667
CM_Pasión,105,14,14,4,1,0.0,0,1,3,3,2,0.071429,0.232018,0.649408,0.020774,-1.172186,0.214286,0.357143,0.0,0.428571,0.0,0.0,0.0,0.0
CM_Pasión,107,9,9,3,1,0.0,0,1,3,3,2,0.111111,0.001232,-0.722213,0.028727,-1.084067,0.222222,0.333333,0.0,0.444444,0.0,0.0,0.0,0.0
CM_Pasión,109,9,9,3,1,0.0,0,1,3,3,2,0.111111,0.0,-0.729536,0.028727,-1.084067,0.222222,0.333333,0.0,0.444444,0.0,0.0,0.0,0.0
CM_Pasión,111,9,9,3,1,0.0,0,1,3,3,2,0.111111,0.0,-0.729536,0.028727,-1.084067,0.222222,0.333333,0.0,0.444444,0.0,0.0,0.0,0.0
CM_Pasión,113,13,13,4,1,0.0,0,1,3,3,2,0.076923,0.008806,-0.677199,0.013742,-1.250101,0.230769,0.384615,0.0,0.384615,0.0,0.0,0.0,0.0
CM_Pasión,115,9,9,3,1,0.0,0,1,3,3,2,0.111111,0.008806,-0.677199,0.028727,-1.084067,0.222222,0.333333,0.0,0.444444,0.0,0.0,0.0,0.0
CM_Pasión,117,18,18,4,1,0.0,0,1,3,3,2,0.055556,0.008088,-0.681466,0.020805,-1.171846,0.166667,0.388889,0.0,0.444444,0.0,0.0,0.0,0.0
CM_Pasión,119,11,11,3,1,0.0,0,2,6,3,2,0.181818,0.122743,-4.2e-05,0.147997,0.237461,0.090909,0.181818,0.0,0.545455,0.0,0.181818,0.0,0.0
CM_Pasión,121,22,18,3,1,0.0,0,2,7,4,2,0.090909,0.329631,1.229548,0.08611,-0.448261,0.045455,0.545455,0.045455,0.272727,0.0,0.0,0.045455,0.045455
CM_Pasión,123,13,13,5,1,0.0,0,3,9,3,2,0.230769,0.27749,0.91966,0.122588,-0.044083,0.153846,0.230769,0.0,0.615385,0.0,0.0,0.0,0.0
CM_Pasión,125,26,24,2,1,0.0,0,0,0,0,0,0.0,0.265588,0.848924,0.070907,-0.616711,0.076923,0.615385,0.0,0.307692,0.0,0.0,0.0,0.0
CM_Pasión,127,20,20,2,1,0.0,0,0,0,0,0,0.0,0.091325,-0.186767,0.042965,-0.926314,0.1,0.4,0.0,0.5,0.0,0.0,0.0,0.0
CM_Pasión,129,17,16,2,1,0.0,0,0,0,0,0,0.0,0.089761,-0.196062,0.057304,-0.76743,0.117647,0.588235,0.0,0.294118,0.0,0.0,0.0,0.0
CM_Pasión,131,19,18,4,1,0.0,0,0,0,0,0,0.0,0.039507,-0.494735,0.018405,-1.198436,0.210526,0.421053,0.0,0.315789,0.0,0.0,0.052632,0.0
CM_Pasión,133,9,8,2,1,0.0,0,0,0,0,0,0.0,0.14559,0.135744,0.18559,0.65399,0.111111,0.777778,0.0,0.111111,0.0,0.0,0.0,0.0
CM_Pasión,135,8,8,2,1,0.0,0,0,0,0,0,0.0,0.070104,-0.312889,0.296489,1.882762,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0
CM_Angelines,5,4,4,1,1,0.0,0,1,4,4,2,0.25,,,0.247244,2.338247,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0
CM_Angelines,7,4,4,1,1,0.0,0,1,2,2,4,0.25,0.0,-0.729536,0.247244,2.338247,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0
CM_Angelines,11,5,4,1,1,0.0,0,0,0,0,0,0.0,0.591752,2.787402,0.117814,0.344118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Angelines,13,5,4,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.117814,0.344118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Angelines,15,5,4,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.117814,0.344118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Angelines,17,7,6,2,1,0.0,0,0,0,0,0,0.0,0.071523,-0.304456,0.117391,0.337592,0.285714,0.714286,0.0,0.0,0.0,0.0,0.0,0.0
CM_Angelines,19,9,8,2,1,0.0,0,0,0,0,0,0.0,0.013975,-0.646478,0.056656,-0.598144,0.222222,0.666667,0.0,0.111111,0.0,0.0,0.0,0.0
CM_Angelines,21,16,16,5,1,0.0,0,0,0,0,0,0.0,0.11584,-0.041068,0.103203,0.119005,0.3125,0.375,0.0,0.25,0.0,0.0625,0.0,0.0
CM_Angelines,23,19,18,6,1,0.0,0,0,0,0,0,0.0,0.009956,-0.670364,0.145615,0.772439,0.315789,0.315789,0.052632,0.263158,0.0,0.052632,0.0,0.0
CM_Angelines,25,26,23,0,0,0.0,0,0,0,0,0,0.0,0.237314,0.680884,0.147359,0.799322,0.0,0.384615,0.0,0.538462,0.0,0.038462,0.0,0.038462
CM_Angelines,27,26,22,1,1,0.0,0,0,0,0,0,0.0,0.193168,0.418513,0.020686,-1.15234,0.038462,0.692308,0.0,0.230769,0.0,0.038462,0.0,0.0
CM_Angelines,29,22,22,5,1,0.0,0,0,0,0,0,0.0,0.083271,-0.234634,0.036813,-0.903867,0.227273,0.454545,0.0,0.272727,0.0,0.045455,0.0,0.0
CM_Angelines,31,28,24,5,1,0.0,0,0,0,0,0,0.0,0.098252,-0.145598,0.061528,-0.523084,0.178571,0.714286,0.0,0.071429,0.0,0.035714,0.0,0.0
CM_Angelines,33,34,34,4,1,0.0,0,0,0,0,0,0.0,0.329372,1.228009,0.136881,0.637877,0.117647,0.352941,0.0,0.5,0.0,0.029412,0.0,0.0
CM_Angelines,35,22,20,4,2,0.0,0,2,4,2,6,0.090909,0.178437,0.330962,0.010872,-1.303534,0.090909,0.636364,0.0,0.227273,0.0,0.045455,0.0,0.0
CM_Angelines,37,21,20,6,1,0.0,0,2,4,2,6,0.095238,0.037384,-0.507353,0.022716,-1.121061,0.190476,0.47619,0.0,0.285714,0.0,0.047619,0.0,0.0
CM_Angelines,39,15,14,2,1,0.0,0,2,6,3,6,0.133333,0.058805,-0.380042,0.040801,-0.842423,0.0,0.533333,0.0,0.4,0.0,0.066667,0.0,0.0
CM_Angelines,41,7,7,1,1,0.0,0,1,7,7,6,0.142857,0.018408,-0.620132,0.079262,-0.249858,0.0,0.428571,0.0,0.428571,0.0,0.142857,0.0,0.0
CM_Angelines,43,10,9,1,2,0.0,0,1,7,7,6,0.1,0.125853,0.018442,0.02878,-1.027637,0.0,0.7,0.0,0.2,0.0,0.1,0.0,0.0
CM_Angelines,45,9,9,3,1,0.0,0,1,7,7,6,0.111111,0.120368,-0.014157,0.061546,-0.522805,0.222222,0.444444,0.0,0.111111,0.0,0.111111,0.0,0.111111
CM_Angelines,47,4,4,1,1,0.0,0,0,0,0,0,0.0,0.148743,0.154483,0.187969,1.424988,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25
CM_Angelines,49,4,4,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.187969,1.424988,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25
CM_Angelines,51,4,4,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.187969,1.424988,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25
CM_Angelines,53,9,9,1,1,0.0,0,1,9,9,6,0.111111,0.240928,0.702363,0.023377,-1.110869,0.0,0.555556,0.0,0.333333,0.0,0.111111,0.0,0.0
CM_Angelines,55,11,11,1,1,0.0,0,1,9,9,6,0.090909,0.029569,-0.553799,0.07748,-0.277303,0.0,0.454545,0.0,0.454545,0.0,0.090909,0.0,0.0
CM_Angelines,57,12,12,2,2,0.0,0,1,9,9,7,0.083333,0.028939,-0.557543,0.10296,0.115255,0.083333,0.333333,0.0,0.416667,0.0,0.083333,0.0,0.083333
CM_Angelines,59,11,11,3,1,0.0,0,1,9,9,6,0.090909,0.082672,-0.238194,0.020041,-1.162278,0.181818,0.454545,0.0,0.272727,0.0,0.090909,0.0,0.0
CM_Angelines,61,17,15,1,1,0.0,0,1,9,9,6,0.058824,0.062292,-0.359318,0.020053,-1.162085,0.0,0.647059,0.0,0.294118,0.0,0.058824,0.0,0.0
CM_Angelines,63,13,13,5,2,0.0,0,1,9,9,6,0.076923,0.254865,0.785194,0.16299,1.040147,0.307692,0.461538,0.0,0.0,0.0,0.076923,0.076923,0.076923
CM_Angelines,65,8,8,3,1,0.0,0,1,11,11,5,0.125,0.022569,-0.595402,0.126836,0.483119,0.25,0.5,0.0,0.0,0.0,0.125,0.0,0.125
CM_Angelines,67,10,10,3,1,0.0,0,1,11,11,4,0.1,0.182576,0.355562,0.043739,-0.79716,0.2,0.4,0.0,0.3,0.0,0.1,0.0,0.0
CM_Angelines,69,12,12,1,1,0.0,0,0,0,0,0,0.0,0.130418,0.045573,0.158406,0.969523,0.0,0.333333,0.0,0.5,0.0,0.083333,0.0,0.083333
CM_Angelines,71,6,6,1,1,0.0,0,0,0,0,0,0.0,0.096304,-0.157176,0.083861,-0.179001,0.166667,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.0
CM_Angelines,73,6,6,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.083861,-0.179001,0.166667,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.0
CM_Angelines,75,17,15,1,2,0.0,0,1,11,11,8,0.058824,0.168516,0.271999,0.020393,-1.156851,0.0,0.647059,0.0,0.235294,0.0,0.058824,0.0,0.058824
CM_Angelines,77,19,19,7,2,0.0,0,1,10,10,10,0.052632,0.178833,0.333316,0.096033,0.008539,0.315789,0.421053,0.0,0.157895,0.0,0.052632,0.0,0.052632
CM_Angelines,79,16,16,2,1,0.0,0,2,12,10,6,0.125,0.369803,1.468301,0.203054,1.657405,0.0,0.3125,0.0,0.5625,0.0,0.0625,0.0,0.0625
CM_Angelines,81,30,25,3,2,0.0,0,1,10,10,6,0.033333,0.366897,1.45103,0.039963,-0.855341,0.066667,0.733333,0.0,0.133333,0.0,0.033333,0.0,0.033333
CM_Angelines,83,34,34,5,1,0.0,0,1,9,9,6,0.029412,0.19919,0.454303,0.079551,-0.245406,0.117647,0.411765,0.0,0.441176,0.0,0.029412,0.0,0.0
CM_Angelines,85,11,9,1,2,0.0,0,1,15,15,6,0.090909,0.168865,0.274074,0.02776,-1.043341,0.0,0.636364,0.0,0.181818,0.0,0.090909,0.0,0.090909
CM_Angelines,87,7,7,3,1,0.0,0,1,15,15,6,0.142857,0.268196,0.864424,0.174976,1.22481,0.285714,0.285714,0.0,0.142857,0.0,0.142857,0.0,0.142857
CM_Angelines,89,16,13,1,1,0.0,0,1,15,15,7,0.0625,0.303689,1.075368,0.050557,-0.692116,0.0,0.625,0.0625,0.125,0.0,0.0625,0.0625,0.0625
CM_Angelines,91,11,9,1,2,0.0,0,1,16,16,6,0.090909,0.013901,-0.646918,0.02776,-1.043341,0.0,0.636364,0.0,0.181818,0.0,0.090909,0.0,0.090909
CM_Eterna,1,2,2,0,0,0.0,0,0,0,0,0,0.0,,,0.058528,-0.59879,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
CM_Eterna,3,4,4,0,0,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.058528,-0.59879,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
CM_Eterna,5,1,1,1,1,0.0,0,1,4,4,2,1.0,0.292893,1.011205,0.476379,2.734285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CM_Eterna,9,3,3,2,1,0.0,0,0,0,0,0,0.0,1.0,5.213727,0.403423,2.152337,0.666667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0
CM_Eterna,11,5,5,2,1,0.0,0,0,0,0,0,0.0,0.105573,-0.102087,0.111524,-0.176061,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0
CM_Eterna,13,5,5,2,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.111524,-0.176061,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0
CM_Eterna,15,5,5,2,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.111524,-0.176061,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0
CM_Eterna,21,3,3,1,1,0.0,0,0,0,0,0,0.0,0.403715,1.669849,0.254933,0.967873,0.0,0.666667,0.0,0.0,0.333333,0.0,0.0,0.0
CM_Eterna,23,6,6,2,1,0.0,0,0,0,0,0,0.0,0.292893,1.011205,0.058798,-0.596642,0.166667,0.333333,0.0,0.333333,0.166667,0.0,0.0,0.0
CM_Eterna,25,12,11,3,1,0.0,0,1,2,2,4,0.083333,0.180108,0.340894,0.052951,-0.643279,0.166667,0.666667,0.0,0.166667,0.0,0.0,0.0,0.0
CM_Eterna,27,6,6,1,1,0.0,0,1,4,4,4,0.166667,0.166667,0.26101,0.058528,-0.59879,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
CM_Eterna,29,10,10,1,1,0.0,0,1,3,3,4,0.1,0.019419,-0.614123,0.116223,-0.13858,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0
CM_Eterna,31,11,10,1,1,0.0,0,1,3,3,4,0.090909,0.085673,-0.220358,0.044343,-0.711941,0.0,0.545455,0.0,0.363636,0.0,0.090909,0.0,0.0
CM_Eterna,33,15,10,3,1,0.0,0,1,2,2,4,0.066667,0.134455,0.069566,0.08958,-0.351101,0.133333,0.4,0.066667,0.133333,0.0,0.066667,0.133333,0.066667
CM_Eterna,35,12,10,2,2,0.0,0,1,3,3,6,0.083333,0.104396,-0.109083,0.015251,-0.944002,0.083333,0.5,0.0,0.333333,0.0,0.0,0.0,0.083333
CM_Eterna,37,36,5,2,2,0.0,0,1,3,3,6,0.027778,0.17995,0.339955,0.184995,0.409995,0.027778,0.972222,0.0,0.0,0.0,0.0,0.0,0.0
CM_Eterna,39,6,6,2,2,0.0,0,1,3,3,6,0.166667,0.126084,0.019815,0.064094,-0.554393,0.166667,0.5,0.0,0.166667,0.0,0.0,0.0,0.166667
CM_Pelargonia,3,2,2,0,0,0.0,0,0,0,0,0,0.0,,,0.149104,0.658275,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
CM_Pelargonia,5,2,2,1,1,0.0,0,0,0,0,0,0.0,0.5,2.242096,0.130107,0.392995,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
CM_Pelargonia,7,2,2,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.130107,0.392995,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
CM_Pelargonia,9,2,2,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.130107,0.392995,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
CM_Pelargonia,11,2,2,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.130107,0.392995,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
