teixit,volta,longitud_total,num_tokens_atomics,num_macros,prof_max,frac_outlier,tokens_desconeguts,num_blocks_verticals,sum_n_voltes_verticals,max_n_voltes_verticals,max_seq_len_vertical,frac_verticals,dist_cosinus_volta_anterior,z_salt_global,dist_centroide_teixit,z_intra_teixit,frac_C0,frac_C1,frac_C2,frac_C3,frac_C4,frac_C5,frac_C6,frac_C_RARE
CM_Pelargonia,13,2,2,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.130107,0.392995,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
CM_Pelargonia,15,2,2,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.130107,0.392995,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
CM_Pelargonia,17,2,2,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.130107,0.392995,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
CM_Pelargonia,19,2,2,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.130107,0.392995,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
CM_Pelargonia,21,2,2,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.130107,0.392995,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
CM_Pelargonia,23,8,8,2,1,0.0,0,0,0,0,0,0.0,0.166667,0.26101,0.016435,-1.194362,0.25,0.375,0.0,0.25,0.0,0.125,0.0,0.0
CM_Pelargonia,25,8,8,4,1,0.0,0,0,0,0,0,0.0,0.121725,-0.006092,0.096606,-0.074831,0.5,0.375,0.0,0.125,0.0,0.0,0.0,0.0
CM_Pelargonia,27,9,8,2,1,0.0,0,0,0,0,0,0.0,0.235225,0.668468,0.072052,-0.417705,0.222222,0.333333,0.0,0.444444,0.0,0.0,0.0,0.0
CM_Pelargonia,29,11,9,1,1,0.0,0,0,0,0,0,0.0,0.408901,1.700671,0.191475,1.249957,0.090909,0.818182,0.0,0.0,0.0,0.090909,0.0,0.0
CM_Pelargonia,31,9,8,2,1,0.0,0,0,0,0,0,0.0,0.022889,-0.5935,0.13157,0.41342,0.222222,0.666667,0.0,0.0,0.0,0.111111,0.0,0.0
CM_Pelargonia,33,12,12,3,1,0.0,0,0,0,0,0,0.0,0.128869,0.036367,0.004036,-1.367503,0.25,0.416667,0.0,0.25,0.0,0.083333,0.0,0.0
CM_Pelargonia,35,17,17,3,1,0.0,0,0,0,0,0,0.0,0.025566,-0.57759,0.029667,-1.009582,0.176471,0.411765,0.0,0.352941,0.0,0.058824,0.0,0.0
CM_Pelargonia,37,13,12,2,1,0.0,0,1,2,2,4,0.076923,0.030542,-0.548016,0.118435,0.230007,0.076923,0.384615,0.0,0.461538,0.0,0.076923,0.0,0.0
CM_Pelargonia,39,16,15,3,1,0.0,0,0,0,0,0,0.0,0.155879,0.196894,0.035796,-0.923995,0.1875,0.5625,0.0,0.1875,0.0,0.0625,0.0,0.0
CM_Pelargonia,41,11,10,4,1,0.0,0,1,2,2,4,0.090909,0.022704,-0.5946,0.055313,-0.651459,0.272727,0.545455,0.0,0.090909,0.0,0.090909,0.0,0.0
CM_Pelargonia,43,23,21,2,1,0.0,0,0,0,0,0,0.0,0.168657,0.272837,0.071746,-0.42198,0.086957,0.478261,0.0,0.391304,0.0,0.043478,0.0,0.0
CM_Pelargonia,45,12,12,6,1,0.0,0,1,2,2,4,0.083333,0.256044,0.792201,0.090741,-0.156727,0.416667,0.25,0.0,0.25,0.0,0.083333,0.0,0.0
CM_Pelargonia,47,11,10,2,1,0.0,0,1,3,3,4,0.090909,0.274331,0.900886,0.200745,1.379403,0.090909,0.272727,0.0,0.545455,0.0,0.090909,0.0,0.0
CM_Pelargonia,49,11,10,4,1,0.0,0,1,2,2,4,0.090909,0.275931,0.910395,0.013288,-1.238315,0.272727,0.454545,0.0,0.181818,0.0,0.090909,0.0,0.0
CM_Pelargonia,51,16,15,3,1,0.0,0,0,0,0,0,0.0,0.021019,-0.604614,0.016784,-1.189488,0.1875,0.5,0.0,0.25,0.0,0.0625,0.0,0.0
CM_Pelargonia,53,19,19,4,1,0.0,0,0,0,0,0,0.0,0.046542,-0.452924,0.032674,-0.967592,0.210526,0.368421,0.0,0.368421,0.0,0.052632,0.0,0.0
CM_Pelargonia,55,19,19,5,1,0.0,0,0,0,0,0,0.0,0.008694,-0.677865,0.012849,-1.244437,0.263158,0.368421,0.0,0.315789,0.0,0.052632,0.0,0.0
CM_Pelargonia,57,20,19,3,1,0.0,0,0,0,0,0,0.0,0.0454,-0.459711,0.087994,-0.195094,0.15,0.35,0.0,0.45,0.0,0.05,0.0,0.0
CM_Pelargonia,59,17,17,3,1,0.0,0,0,0,0,0,0.0,0.020166,-0.609684,0.029667,-1.009582,0.176471,0.411765,0.0,0.352941,0.0,0.058824,0.0,0.0
CM_Pelargonia,61,15,15,3,1,0.0,0,0,0,0,0,0.0,0.001558,-0.720276,0.020397,-1.139038,0.2,0.4,0.0,0.333333,0.0,0.066667,0.0,0.0
CM_Pelargonia,63,24,23,2,1,0.0,0,0,0,0,0,0.0,0.044783,-0.463378,0.065489,-0.509357,0.083333,0.541667,0.0,0.291667,0.0,0.083333,0.0,0.0
CM_Pelargonia,65,21,19,3,1,0.0,0,0,0,0,0,0.0,0.027799,-0.564319,0.070049,-0.44568,0.095238,0.47619,0.0,0.380952,0.047619,0.0,0.0,0.0
CM_Pelargonia,67,17,15,3,1,0.0,0,0,0,0,0,0.0,0.006993,-0.687974,0.050963,-0.712207,0.117647,0.529412,0.0,0.352941,0.0,0.0,0.0,0.0
CM_Pelargonia,69,12,11,3,1,0.0,0,0,0,0,0,0.0,0.018635,-0.618783,0.03629,-0.917095,0.166667,0.583333,0.0,0.25,0.0,0.0,0.0,0.0
CM_Pelargonia,71,19,13,4,1,0.0,0,2,12,6,2,0.105263,0.341535,1.300297,0.301847,2.791232,0.105263,0.210526,0.052632,0.315789,0.0,0.0,0.315789,0.0
CM_Pelargonia,73,8,8,4,1,0.0,0,2,12,6,2,0.25,0.237999,0.684955,0.134868,0.459485,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0
CM_Pelargonia,75,6,6,4,1,0.0,0,2,12,6,2,0.333333,0.018019,-0.622444,0.188885,1.213793,0.333333,0.166667,0.0,0.5,0.0,0.0,0.0,0.0
CM_Pelargonia,77,6,6,4,1,0.0,0,2,13,7,2,0.333333,0.0,-0.729536,0.188885,1.213793,0.333333,0.166667,0.0,0.5,0.0,0.0,0.0,0.0
CM_Pelargonia,79,6,6,3,1,0.0,0,2,13,7,2,0.333333,0.055089,-0.402127,0.290996,2.639708,0.166667,0.166667,0.0,0.666667,0.0,0.0,0.0,0.0
CM_Gardenia,1,2,2,0,0,0.0,0,0,0,0,0,0.0,,,0.451701,2.237899,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
CM_Gardenia,3,4,4,0,0,0.0,0,0,0,0,0,0.0,0.133975,0.066713,0.124042,-0.153003,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0
CM_Gardenia,5,4,4,1,1,0.0,0,0,0,0,0,0.0,0.166667,0.26101,0.314227,1.234758,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0
CM_Gardenia,7,4,4,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.314227,1.234758,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0
CM_Gardenia,9,10,10,0,0,0.0,0,0,0,0,0,0.0,0.433053,1.844212,0.032821,-0.818642,0.0,0.4,0.0,0.5,0.0,0.1,0.0,0.0
CM_Gardenia,11,9,8,2,1,0.0,0,0,0,0,0,0.0,0.397547,1.633191,0.278162,0.971596,0.222222,0.666667,0.0,0.0,0.0,0.111111,0.0,0.0
CM_Gardenia,13,8,8,2,1,0.0,0,0,0,0,0,0.0,0.043635,-0.470201,0.314227,1.234758,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0
CM_Gardenia,15,17,16,0,0,0.0,0,0,0,0,0,0.0,0.388947,1.582079,0.026395,-0.865532,0.0,0.470588,0.0,0.470588,0.0,0.058824,0.0,0.0
CM_Gardenia,17,5,5,2,2,0.0,0,1,2,2,6,0.2,0.336335,1.269392,0.288712,1.04858,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0
CM_Gardenia,19,1,1,1,2,0.0,0,1,3,3,6,1.0,0.095466,-0.162156,0.32072,1.282135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,21,1,1,1,1,0.0,0,1,3,3,6,1.0,0.0,-0.729536,0.32072,1.282135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,23,5,5,2,2,0.0,0,1,2,2,6,0.2,0.095466,-0.162156,0.109365,-0.260101,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0
CM_Gardenia,25,1,1,1,2,0.0,0,1,3,3,6,1.0,0.095466,-0.162156,0.32072,1.282135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,27,1,1,1,1,0.0,0,1,3,3,6,1.0,0.0,-0.729536,0.32072,1.282135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,29,6,5,2,2,0.0,0,1,2,2,6,0.166667,0.019419,-0.614123,0.289764,1.056258,0.166667,0.833333,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,31,1,1,1,2,0.0,0,1,3,3,6,1.0,0.019419,-0.614123,0.32072,1.282135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,33,1,1,1,1,0.0,0,1,3,3,6,1.0,0.0,-0.729536,0.32072,1.282135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,35,5,5,2,2,0.0,0,1,2,2,6,0.2,0.095466,-0.162156,0.109365,-0.260101,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0
CM_Gardenia,37,1,1,1,2,0.0,0,1,3,3,6,1.0,0.095466,-0.162156,0.32072,1.282135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,39,1,1,1,1,0.0,0,1,3,3,6,1.0,0.0,-0.729536,0.32072,1.282135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,41,6,5,2,2,0.0,0,1,3,3,6,0.166667,0.019419,-0.614123,0.289764,1.056258,0.166667,0.833333,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,43,5,5,2,2,0.0,0,1,2,2,6,0.2,0.0539,-0.409194,0.288712,1.04858,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0
CM_Gardenia,51,3,3,2,1,0.0,0,2,6,3,4,0.666667,0.595481,2.809565,0.078206,-0.487469,0.0,0.333333,0.0,0.666667,0.0,0.0,0.0,0.0
CM_Gardenia,53,12,11,4,1,0.0,0,2,4,2,4,0.166667,0.142806,0.119198,0.021133,-0.903925,0.166667,0.416667,0.083333,0.333333,0.0,0.0,0.0,0.0
CM_Gardenia,55,9,9,3,1,0.0,0,2,6,3,4,0.222222,0.024679,-0.582862,0.006704,-1.009215,0.111111,0.444444,0.0,0.444444,0.0,0.0,0.0,0.0
CM_Gardenia,57,13,13,7,1,0.0,0,4,10,3,4,0.307692,0.041601,-0.48229,0.034836,-0.803936,0.230769,0.307692,0.0,0.461538,0.0,0.0,0.0,0.0
CM_Gardenia,59,13,13,5,1,0.0,0,4,12,3,4,0.307692,0.046837,-0.451171,0.058902,-0.628326,0.076923,0.307692,0.0,0.615385,0.0,0.0,0.0,0.0
CM_Gardenia,61,23,23,5,1,0.0,0,4,12,4,4,0.173913,0.006849,-0.68883,0.102887,-0.307374,0.043478,0.26087,0.0,0.695652,0.0,0.0,0.0,0.0
CM_Gardenia,63,19,18,9,1,0.0,0,6,18,4,4,0.315789,0.051076,-0.425977,0.23554,0.660586,0.157895,0.052632,0.0,0.789474,0.0,0.0,0.0,0.0
CM_Gardenia,65,36,34,9,1,0.0,0,4,13,4,2,0.111111,0.0493,-0.436533,0.076156,-0.502428,0.138889,0.25,0.0,0.611111,0.0,0.0,0.0,0.0
CM_Gardenia,67,33,31,7,1,0.0,0,2,8,4,2,0.060606,0.002224,-0.716318,0.101484,-0.31761,0.151515,0.212121,0.0,0.636364,0.0,0.0,0.0,0.0
CM_Gardenia,69,33,31,9,1,0.0,0,2,8,4,2,0.060606,0.005552,-0.696539,0.115888,-0.212503,0.212121,0.181818,0.0,0.606061,0.0,0.0,0.0,0.0
CM_Gardenia,71,32,31,11,1,0.0,0,2,8,4,2,0.0625,0.070405,-0.3111,0.048487,-0.704322,0.28125,0.3125,0.0,0.40625,0.0,0.0,0.0,0.0
CM_Gardenia,73,31,31,7,1,0.0,0,0,0,0,0,0.0,0.01568,-0.636345,0.015207,-0.947168,0.193548,0.354839,0.0,0.419355,0.032258,0.0,0.0,0.0
CM_Gardenia,75,33,33,7,1,0.0,0,0,0,0,0,0.0,0.001837,-0.718618,0.016356,-0.93878,0.212121,0.363636,0.0,0.424242,0.0,0.0,0.0,0.0
CM_Gardenia,77,33,33,9,1,0.0,0,0,0,0,0,0.0,0.010209,-0.668861,0.038554,-0.776806,0.272727,0.363636,0.0,0.363636,0.0,0.0,0.0,0.0
CM_Gardenia,79,41,41,7,1,0.0,0,0,0,0,0,0.0,0.022352,-0.596692,0.007912,-1.000396,0.170732,0.390244,0.0,0.439024,0.0,0.0,0.0,0.0
CM_Gardenia,81,37,37,9,1,0.0,0,0,0,0,0,0.0,0.007675,-0.683921,0.015642,-0.943994,0.189189,0.378378,0.0,0.378378,0.054054,0.0,0.0,0.0
CM_Gardenia,83,38,38,8,2,0.0,0,1,2,2,6,0.026316,0.016516,-0.631377,0.018784,-0.921068,0.184211,0.342105,0.0,0.473684,0.0,0.0,0.0,0.0
CM_Gardenia,85,39,37,9,1,0.0,0,2,4,2,4,0.051282,0.061236,-0.365594,0.024255,-0.881148,0.179487,0.384615,0.0,0.307692,0.0,0.128205,0.0,0.0
CM_Gardenia,87,41,41,7,1,0.0,0,2,6,3,4,0.04878,0.045975,-0.456294,0.076622,-0.499027,0.121951,0.292683,0.0,0.341463,0.0,0.243902,0.0,0.0
CM_Gardenia,89,28,28,5,1,0.0,0,3,8,3,9,0.107143,0.103378,-0.115133,0.020073,-0.911662,0.071429,0.357143,0.0,0.5,0.0,0.035714,0.0,0.035714
CM_Gardenia,91,26,26,5,1,0.0,0,3,14,8,4,0.115385,0.008937,-0.676421,0.03363,-0.812736,0.115385,0.307692,0.0,0.538462,0.0,0.038462,0.0,0.0
CM_Gardenia,93,29,28,3,1,0.0,0,3,14,8,4,0.103448,0.053324,-0.412617,0.017938,-0.92724,0.034483,0.482759,0.0,0.448276,0.0,0.034483,0.0,0.0
CM_Gardenia,95,4,4,3,1,0.0,0,3,20,8,4,0.75,0.403309,1.667436,0.304693,1.165189,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0
CM_Gardenia,97,12,12,3,1,0.0,0,3,18,8,4,0.25,0.222222,0.591188,0.022368,-0.894913,0.083333,0.333333,0.0,0.5,0.0,0.083333,0.0,0.0
CM_Gardenia,99,4,4,3,1,0.0,0,3,20,8,4,0.75,0.222222,0.591188,0.304693,1.165189,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0
CM_Gardenia,101,12,12,3,1,0.0,0,3,18,8,4,0.25,0.222222,0.591188,0.022368,-0.894913,0.083333,0.333333,0.0,0.5,0.0,0.083333,0.0,0.0
CM_Gardenia,103,6,6,3,1,0.0,0,3,20,8,4,0.5,0.053271,-0.412932,0.031803,-0.826068,0.166667,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.0
CM_Gardenia,105,20,15,4,1,0.0,0,4,16,5,4,0.2,0.258018,0.803933,0.202467,0.419255,0.1,0.1,0.15,0.65,0.0,0.0,0.0,0.0
CM_Gardenia,107,54,20,4,1,0.0,0,2,10,5,4,0.037037,0.669938,3.252082,0.677658,3.886692,0.037037,0.0,0.074074,0.222222,0.0,0.666667,0.0,0.0
CM_Gardenia,109,22,17,5,1,0.0,0,2,10,5,4,0.090909,0.670651,3.25632,0.207686,0.45734,0.136364,0.090909,0.181818,0.545455,0.0,0.0,0.045455,0.0
CM_Gardenia,111,19,15,5,1,0.0,0,2,10,5,4,0.105263,0.02244,-0.596169,0.218261,0.534502,0.157895,0.105263,0.210526,0.421053,0.0,0.0,0.105263,0.0
CM_Gardenia,113,15,14,4,1,0.0,0,2,10,5,4,0.133333,0.123916,0.00693,0.171558,0.193714,0.133333,0.133333,0.0,0.733333,0.0,0.0,0.0,0.0
CM_Gardenia,115,236,13,4,1,0.0,0,2,10,5,4,0.008475,0.787901,3.953167,0.294284,1.089237,0.008475,0.949153,0.008475,0.033898,0.0,0.0,0.0,0.0
CM_Gardenia,117,13,12,5,1,0.0,0,3,20,12,4,0.230769,0.678802,3.304763,0.138798,-0.045331,0.153846,0.153846,0.153846,0.461538,0.0,0.0,0.0,0.076923
CM_Gardenia,119,15,11,5,1,0.0,0,3,19,11,4,0.2,0.140101,0.103122,0.032362,-0.821985,0.133333,0.4,0.133333,0.333333,0.0,0.0,0.0,0.0
CM_Gardenia,121,13,13,6,1,0.0,0,2,8,4,4,0.153846,0.202899,0.476347,0.145782,0.005626,0.307692,0.153846,0.0,0.538462,0.0,0.0,0.0,0.0
CM_Gardenia,123,13,13,6,1,0.0,0,2,8,4,4,0.153846,0.054111,-0.40794,0.180398,0.25822,0.307692,0.153846,0.0,0.384615,0.0,0.0,0.153846,0.0
CM_Gardenia,125,13,13,6,1,0.0,0,2,8,4,4,0.153846,0.072827,-0.296706,0.063249,-0.596611,0.307692,0.307692,0.0,0.384615,0.0,0.0,0.0,0.0
CM_Gardenia,127,24,23,8,1,0.0,0,2,8,4,4,0.083333,0.038518,-0.500613,0.047391,-0.71232,0.25,0.416667,0.0,0.291667,0.0,0.0,0.041667,0.0
CM_Gardenia,129,38,31,7,1,0.0,0,1,4,4,4,0.026316,0.056217,-0.395423,0.0035,-1.032593,0.131579,0.368421,0.026316,0.421053,0.0,0.026316,0.0,0.026316
CM_Gardenia,131,39,35,9,1,0.0,0,2,8,4,4,0.051282,0.087474,-0.209655,0.068763,-0.556374,0.179487,0.564103,0.0,0.25641,0.0,0.0,0.0,0.0
CM_Gardenia,133,48,47,4,1,0.0,0,2,8,4,4,0.041667,0.04451,-0.465001,0.029251,-0.844691,0.041667,0.541667,0.0,0.395833,0.0,0.020833,0.0,0.0
CM_Gardenia,135,6,6,2,1,0.0,0,2,19,10,4,0.333333,0.113332,-0.055974,0.078206,-0.487469,0.0,0.333333,0.0,0.666667,0.0,0.0,0.0,0.0
CM_Gardenia,137,5,5,1,1,0.0,0,1,19,19,4,0.2,0.007722,-0.683642,0.048292,-0.705749,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0
CM_Gardenia,139,1,1,1,1,0.0,0,1,20,20,4,1.0,0.16795,0.268635,0.309043,1.196931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CM_Gardenia,145,6,6,1,1,0.0,0,0,0,0,0,0.0,0.198216,0.448514,0.02275,-0.892126,0.166667,0.333333,0.0,0.5,0.0,0.0,0.0,0.0
CM_Gardenia,147,6,6,1,1,0.0,0,0,0,0,0,0.0,0.0,-0.729536,0.02275,-0.892126,0.166667,0.333333,0.0,0.5,0.0,0.0,0.0,0.0
CM_Gardenia,149,5,4,1,1,0.0,0,0,0,0,0,0.0,0.416617,1.746529,0.286406,1.03175,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,151,6,6,1,1,0.0,0,0,0,0,0,0.0,0.416617,1.746529,0.02275,-0.892126,0.166667,0.333333,0.0,0.5,0.0,0.0,0.0,0.0
CM_Gardenia,153,5,4,1,1,0.0,0,0,0,0,0,0.0,0.416617,1.746529,0.286406,1.03175,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
CM_Gardenia,159,4,4,2,1,0.0,0,2,10,5,4,0.5,0.314006,1.136685,0.031096,-0.831228,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
CM_Gardenia,161,11,10,4,1,0.0,0,2,8,4,4,0.181818,0.183503,0.361071,0.109021,-0.262613,0.181818,0.181818,0.090909,0.363636,0.0,0.0,0.090909,0.090909
CM_Gardenia,163,7,7,4,1,0.0,0,2,10,5,4,0.285714,0.159832,0.220388,0.061397,-0.610125,0.285714,0.428571,0.0,0.285714,0.0,0.0,0.0,0.0
CM_Gardenia,165,19,19,4,1,0.0,0,2,8,4,4,0.105263,0.086012,-0.218344,0.008478,-0.996265,0.105263,0.421053,0.0,0.473684,0.0,0.0,0.0,0.0
CM_Gardenia,167,12,12,7,1,0.0,0,5,17,4,4,0.416667,0.053213,-0.413277,0.069756,-0.549126,0.166667,0.25,0.0,0.583333,0.0,0.0,0.0,0.0
CM_Gardenia,169,23,22,7,1,0.0,0,5,15,3,4,0.217391,0.014508,-0.643311,0.117286,-0.202302,0.086957,0.217391,0.0,0.695652,0.0,0.0,0.0,0.0
CM_Gardenia,171,19,18,7,1,0.0,0,5,18,4,4,0.263158,0.044891,-0.462737,0.287474,1.039546,0.105263,0.0,0.0,0.894737,0.0,0.0,0.0,0.0
CM_Gardenia,173,26,25,10,1,0.0,0,5,16,4,4,0.192308,0.014905,-0.640951,0.209442,0.470155,0.192308,0.076923,0.0,0.730769,0.0,0.0,0.0,0.0
CM_Gardenia,175,34,32,12,1,0.0,0,4,14,4,4,0.117647,0.052058,-0.420141,0.074693,-0.5131,0.235294,0.235294,0.0,0.529412,0.0,0.0,0.0,0.0
CM_Gardenia,177,23,22,3,2,0.0,0,1,2,2,16,0.043478,0.046034,-0.455943,0.027531,-0.857237,0.086957,0.347826,0.0,0.521739,0.0,0.0,0.0,0.043478
CM_Gardenia,179,19,18,3,2,0.0,0,1,2,2,16,0.052632,0.001733,-0.719236,0.035548,-0.79874,0.105263,0.315789,0.0,0.526316,0.0,0.0,0.0,0.052632
CM_Gardenia,181,15,14,3,2,0.0,0,1,2,2,16,0.066667,0.004348,-0.703694,0.055077,-0.656241,0.133333,0.266667,0.0,0.533333,0.0,0.0,0.0,0.066667
CM_Gardenia,183,9,8,2,2,0.0,0,1,2,2,12,0.111111,0.14416,0.127245,0.074358,-0.515546,0.0,0.444444,0.0,0.333333,0.111111,0.0,0.0,0.111111
CM_Gardenia,185,5,5,2,2,0.0,0,1,2,2,18,0.2,0.199868,0.458333,0.12952,-0.113034,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.2
CM_Gardenia,187,8,8,2,2,0.0,0,1,2,2,26,0.125,0.033012,-0.533337,0.069535,-0.550741,0.125,0.25,0.0,0.5,0.0,0.0,0.0,0.125
CM_Gardenia,189,8,8,2,2,0.0,0,1,2,2,34,0.125,0.0,-0.729536,0.069535,-0.550741,0.125,0.25,0.0,0.5,0.0,0.0,0.0,0.125
CM_Gardenia,191,8,8,2,2,0.0,0,1,2,2,40,0.125,0.0,-0.729536,0.069535,-0.550741,0.125,0.25,0.0,0.5,0.0,0.0,0.0,0.125
CM_Gardenia,193,71,71,0,0,0.0,0,0,0,0,0,0.0,0.410103,1.707814,0.338942,1.415104,0.0,0.197183,0.0,0.323944,0.0,0.478873,0.0,0.0
CM_Gardenia,195,43,40,2,1,0.0,0,2,16,8,2,0.046512,0.347302,1.334572,0.013508,-0.959566,0.046512,0.465116,0.0,0.44186,0.0,0.046512,0.0,0.0
CM_Gardenia,197,22,22,4,1,0.0,0,4,21,8,4,0.181818,0.015636,-0.636607,0.009805,-0.986583,0.090909,0.363636,0.0,0.454545,0.0,0.090909,0.0,0.0
CM_Gardenia,199,11,11,5,1,0.0,0,5,24,8,4,0.454545,0.072387,-0.299321,0.10307,-0.30604,0.181818,0.181818,0.0,0.454545,0.0,0.181818,0.0,0.0
CM_Gardenia,201,15,15,5,1,0.0,0,5,23,8,4,0.333333,0.018686,-0.61848,0.040697,-0.76117,0.133333,0.266667,0.0,0.466667,0.0,0.133333,0.0,0.0
CM_Gardenia,203,11,11,5,1,0.0,0,5,24,8,4,0.454545,0.018686,-0.61848,0.10307,-0.30604,0.181818,0.181818,0.0,0.454545,0.0,0.181818,0.0,0.0
CM_Gardenia,205,15,15,5,1,0.0,0,5,23,8,4,0.333333,0.018686,-0.61848,0.040697,-0.76117,0.133333,0.266667,0.0,0.466667,0.0,0.133333,0.0,0.0
CM_Gardenia,207,13,13,5,1,0.0,0,5,24,8,4,0.384615,0.01351,-0.649242,0.026518,-0.864632,0.153846,0.307692,0.0,0.384615,0.0,0.153846,0.0,0.0
CM_Gardenia,209,40,30,6,1,0.0,0,6,16,3,4,0.15,0.193441,0.420135,0.202467,0.419255,0.1,0.1,0.15,0.65,0.0,0.0,0.0,0.0
